resource_id,user_id,url,title,source_platform,content_summary,visit_count,first_visited_at,last_visited_at,usefulness_score
234,9,https://stackoverflow.com/questions/7420191/case-floor-hold-plant,How to optimize queries in TypeScript,stackoverflow,Member face age. Nearly always operation decade old according. Ok happy together clearly.,14,2025-05-06 09:14:32,2025-05-22 09:14:32,2.6
235,9,https://stackoverflow.com/questions/5418274/hotel-practice-later-knowledge,How to optimize queries in Django,stackoverflow,Water home force worker own close man. Others some project visit back blue a.,7,2025-05-01 09:14:32,2025-05-03 09:14:32,2.6
236,12,https://nodejs.org/docs/current/guide.html,Nodejs Documentation: Configuration,docs,"Position wife score health evidence. Father alone build. Enjoy us thought song.
Try season radio air. Company both right lay though reason event.",35,2025-02-12 09:14:32,2025-02-27 09:14:32,3.9
237,3,https://stackoverflow.com/questions/5061034/store-include-win-officer,How to implement caching in Python,stackoverflow,"Where then report rest.
Agency evening the dog language. Yet analysis none.",5,2025-09-19 09:14:32,2025-09-30 09:14:32,2.0
238,1,https://medium.com/@alowe/growth-it-own-those-four,Understanding React Hooks in React,medium,Late much quite threat gas truth work. Out music story city. Cause staff day really bank industry born.,9,2025-08-11 09:14:32,2025-09-10 09:14:32,2.7
239,7,https://django.org/docs/current/tutorial.html,Django Documentation: Configuration,docs,"Strong time could a. Son manager trouble reason fill sense field. My benefit sport age all.
Control simply author effect week. War product action our gas heart.",5,2025-07-26 09:14:32,2025-08-03 09:14:32,2.5
240,7,https://stackoverflow.com/questions/3151610/read-per-go-will,How to handle async errors in PostgreSQL,stackoverflow,"Here while service. Little myself bar right. Two lawyer see drop worker alone finally since.
Party believe raise order push. Very know maybe. Ever north soon movie right education brother.",7,2025-07-22 09:14:32,2025-08-02 09:14:32,2.4
241,10,https://react.org/docs/current/api.html,React Documentation: Advanced Usage,docs,Director know red treatment big cause science. None just happen recognize after modern really play. Industry almost job reduce. Assume enjoy we group.,10,2025-02-22 09:14:32,2025-03-06 09:14:32,2.0
242,6,https://stackoverflow.com/questions/7066680/reduce-action-art-small,How to implement caching in Python,stackoverflow,"Program one across they case TV team. Country listen long between hold.
Teach audience project tax certainly set local. Not east send style. Visit still image sell amount fly. Agree public us hospital paper term.",6,2025-09-16 09:14:32,2025-09-26 09:14:32,2.1
243,10,https://stackoverflow.com/questions/8112581/relate-since-significant-always,How to optimize queries in Node.js,stackoverflow,Exactly practice would game student painting. Talk like maintain serious style.,6,2025-06-25 09:14:32,2025-06-30 09:14:32,2.2
244,3,https://stackoverflow.com/questions/4834713/soon-read-couple-rather,How to handle async errors in TypeScript,stackoverflow,Fly something ok community right then police. Our plant front thought special. Early machine establish nothing Mr chair.,14,2025-05-21 09:14:32,2025-05-27 09:14:32,2.8
245,9,https://react.org/docs/current/api.html,React Documentation: Best Practices,docs,"Set yes American audience blue movement. Six understand rather daughter.
Act front person everyone. Drive determine page seem until government. Charge network first detail south.",7,2025-09-25 09:14:32,2025-10-11 09:14:32,2.8
246,12,https://medium.com/@ogriffin/beyond-bank-Republican-kind-school,Understanding State Management in Django,medium,Seek age share day pull job themselves garden. Material past study. Day certain back student raise collection identify design.,8,2025-05-29 09:14:32,2025-06-01 09:14:32,2.5
247,9,https://stackoverflow.com/questions/4614941/employee-citizen-despite-one,How to implement caching in Node.js,stackoverflow,Appear pressure six west walk compare nature walk. Door space crime Republican.,7,2025-05-10 09:14:32,2025-05-21 09:14:32,2.2
248,5,https://github.com/google/django/issues/1324,Documentation: memory leak in Database Layer,github,"Spend may thus hour cold light suffer. Technology strong off evidence early.
Require class paper amount. Career expert more majority senior nearly.",8,2025-08-09 09:14:32,2025-08-14 09:14:32,2.5
249,11,https://stackoverflow.com/questions/9563838/him-federal-agency-maintain,How to debug memory leaks in Go,stackoverflow,"Itself point chair tend so.
How central too tough education. Letter let think leg indeed anything.
Far apply let hit. Back family start necessary American wonder.",21,2025-04-02 09:14:32,2025-04-16 09:14:32,2.9
250,6,https://react.org/docs/current/reference.html,React Documentation: Advanced Usage,docs,"Force happy song one third serve item method. Rock not attack why usually help produce. Rule play century several cultural pattern.
Detail analysis activity card industry create. Interview nothing wrong decision.",7,2024-12-17 09:14:32,2024-12-22 09:14:32,2.8
